house_type,insulation,schedule,Loc_code,Hydro_resource,SH_DW_code,Occ_code,kgCO2_SH_life,kgCO2_WH_life,P_annual_kWh_life,kgCO2_op_life,Embodied_SH,Embodied_WH,Embodied,kgCO2_total_life
Mass,Nom,Real,CH,Hlow,HYD500-HYD500,4,NA,NA,66919.393957,5967.729540599999,NA,NA,3985.223061,9952.9526016
Mass,Nom,Real,CH,Hlow,HYD500-HYD500,5,NA,NA,70178.220566,6187.2024887,NA,NA,3985.223061,10172.4255497
Mod,H1,Ideal,AK,Hhigh,HYD1000-HYD1000,3,NA,NA,34380.222821,1791.33035979,NA,NA,4221.950334,6013.28069379
Mod,H1,Ideal,AK,Hhigh,HYD1000-HYD1000,4,NA,NA,37416.914628,1917.73475897,NA,NA,4221.950334,6139.68509297
Mod,H1,Ideal,AK,Hhigh,HYD1000-HYD1000,5,NA,NA,40469.216178,2082.29437651,NA,NA,4221.950334,6304.24471051
Mod,H1,Ideal,AK,Hhigh,HYD200-HYD200,3,NA,NA,32819.85763,2051.22212105,NA,NA,3101.313971,5152.536092050001
Mod,H1,Ideal,AK,Hhigh,HYD200-HYD200,4,NA,NA,35953.20567,2206.43409435,NA,NA,3101.313971,5307.748065350001
Mod,H1,Ideal,AK,Hhigh,HYD200-HYD200,5,NA,NA,39222.633531,2396.67849915,NA,NA,3101.313971,5497.99247015
Mod,H1,Ideal,AK,Hhigh,HYD500-HYD500,3,NA,NA,32622.01823,1885.1591385699999,NA,NA,3596.723061,5481.88219957
Mod,H1,Ideal,AK,Hhigh,HYD500-HYD500,4,NA,NA,35548.645817,2022.83690541,NA,NA,3596.723061,5619.55996641
Mod,H1,Ideal,AK,Hhigh,HYD500-HYD500,5,NA,NA,38630.279478,2197.7230996,NA,NA,3596.723061,5794.4461606
Mod,H1,Ideal,AK,Hlow,HYD1000-HYD1000,3,NA,NA,34382.951220999996,2819.0685005,NA,NA,4221.950334,7041.018834500001
Mod,H1,Ideal,AK,Hlow,HYD1000-HYD1000,4,NA,NA,37421.178412,2969.8899125,NA,NA,4221.950334,7191.8402465
Mod,H1,Ideal,AK,Hlow,HYD1000-HYD1000,5,NA,NA,40473.347173,3165.5046378,NA,NA,4221.950334,7387.4549718
Mod,H1,Ideal,AK,Hlow,HYD200-HYD200,3,NA,NA,32820.78365,3115.9713166,NA,NA,3101.313971,6217.2852876
Mod,H1,Ideal,AK,Hlow,HYD200-HYD200,4,NA,NA,35952.901037,3295.2199793,NA,NA,3101.313971,6396.5339503
Mod,H1,Ideal,AK,Hlow,HYD200-HYD200,5,NA,NA,39222.638807,3511.9812604,NA,NA,3101.313971,6613.2952313999995
Mod,H1,Ideal,AK,Hlow,HYD500-HYD500,3,NA,NA,32623.803147000002,2939.0130094,NA,NA,3596.723061,6535.7360704
Mod,H1,Ideal,AK,Hlow,HYD500-HYD500,4,NA,NA,35550.908409999996,3102.3569107000003,NA,NA,3596.723061,6699.079971700001
Mod,H1,Ideal,AK,Hlow,HYD500-HYD500,5,NA,NA,38631.520229,3303.8363489999997,NA,NA,3596.723061,6900.55941
Mod,H1,Ideal,CH,Hhigh,HYD1000-HYD1000,3,NA,NA,96429.19907,6222.9184404,NA,NA,4359.762834,10582.6812744
Mod,H1,Ideal,CH,Hhigh,HYD1000-HYD1000,4,NA,NA,99820.847276,6385.8653017,NA,NA,4359.762834,10745.6281357
Mod,H1,Ideal,CH,Hhigh,HYD1000-HYD1000,5,NA,NA,103353.200019,6592.0506327,NA,NA,4359.762834,10951.813466700001
Mod,H1,Ideal,CH,Hhigh,HYD200-HYD200,3,NA,NA,87983.873634,6185.4906597,NA,NA,3698.655882,9884.1465417
Mod,H1,Ideal,CH,Hhigh,HYD200-HYD200,4,NA,NA,90960.790782,6343.233454499999,NA,NA,3698.655882,10041.8893365
Mod,H1,Ideal,CH,Hhigh,HYD200-HYD200,5,NA,NA,94062.547643,6525.880961,NA,NA,3698.655882,10224.536843
Mod,H1,Ideal,CH,Hhigh,HYD500-HYD500,3,NA,NA,93943.34693,6277.6398136,NA,NA,3734.535561,10012.1753746
Mod,H1,Ideal,CH,Hhigh,HYD500-HYD500,4,NA,NA,97380.558254,6451.8342619000005,NA,NA,3734.535561,10186.3698229
Mod,H1,Ideal,CH,Hhigh,HYD500-HYD500,5,NA,NA,100943.722587,6660.3925143999995,NA,NA,3734.535561,10394.9280754
Mod,H1,Ideal,CH,Hlow,HYD1000-HYD1000,3,NA,NA,96442.949899,9235.4763729,NA,NA,4359.762834,13595.239206900002
Mod,H1,Ideal,CH,Hlow,HYD1000-HYD1000,4,NA,NA,99834.585389,9426.217975,NA,NA,4359.762834,13785.980809
Mod,H1,Ideal,CH,Hlow,HYD1000-HYD1000,5,NA,NA,103365.507907,9661.1452061,NA,NA,4359.762834,14020.9080401
Mod,H1,Ideal,CH,Hlow,HYD200-HYD200,3,NA,NA,87987.584417,9057.2296039,NA,NA,3698.655882,12755.885485899998
Mod,H1,Ideal,CH,Hlow,HYD200-HYD200,4,NA,NA,90962.648144,9242.3582626,NA,NA,3698.655882,12941.014144600002
Mod,H1,Ideal,CH,Hlow,HYD200-HYD200,5,NA,NA,94066.028731,9448.6920955,NA,NA,3698.655882,13147.347977500001
Mod,H1,Ideal,CH,Hlow,HYD500-HYD500,3,NA,NA,93949.460263,9230.5529117,NA,NA,3734.535561,12965.088472700001
Mod,H1,Ideal,CH,Hlow,HYD500-HYD500,4,NA,NA,97386.146732,9431.4132996,NA,NA,3734.535561,13165.948860600001
Mod,H1,Ideal,CH,Hlow,HYD500-HYD500,5,NA,NA,100950.47276,9663.2591684,NA,NA,3734.535561,13397.7947294
Mod,H1,Real,AK,Hhigh,HYD1000-HYD1000,3,NA,NA,33739.458635,1749.04920932,NA,NA,4221.950334,5970.99954332
Mod,H1,Real,AK,Hhigh,HYD1000-HYD1000,4,NA,NA,36774.313359,1875.58042008,NA,NA,4221.950334,6097.53075408
Mod,H1,Real,AK,Hhigh,HYD1000-HYD1000,5,NA,NA,39826.061435,2040.09208416,NA,NA,4221.950334,6262.04241816
Mod,H1,Real,AK,Hhigh,HYD200-HYD200,3,NA,NA,32143.810666999998,2010.4272292599999,NA,NA,3101.313971,5111.7412002599995
Mod,H1,Real,AK,Hhigh,HYD200-HYD200,4,NA,NA,35277.09233,2165.8262545,NA,NA,3101.313971,5267.140225499999
Mod,H1,Real,AK,Hhigh,HYD200-HYD200,5,NA,NA,38542.846953,2356.01841,NA,NA,3101.313971,5457.332381
Mod,H1,Real,AK,Hhigh,HYD500-HYD500,3,NA,NA,31976.813921,1845.53565605,NA,NA,3596.723061,5442.25871705
Mod,H1,Real,AK,Hhigh,HYD500-HYD500,4,NA,NA,34903.778505,1983.5794304600001,NA,NA,3596.723061,5580.30249146
Mod,H1,Real,AK,Hhigh,HYD500-HYD500,5,NA,NA,37985.18449,2158.0741852,NA,NA,3596.723061,5754.7972462
Mod,H1,Real,AK,Hlow,HYD1000-HYD1000,3,NA,NA,33742.62433,2726.1278112,NA,NA,4221.950334,6948.0781452
Mod,H1,Real,AK,Hlow,HYD1000-HYD1000,4,NA,NA,36778.207342,2875.6705689,NA,NA,4221.950334,7097.6209029
Mod,H1,Real,AK,Hlow,HYD1000-HYD1000,5,NA,NA,39829.953333,3071.9610096,NA,NA,4221.950334,7293.911343600001
Mod,H1,Real,AK,Hlow,HYD200-HYD200,3,NA,NA,32143.530954,3020.6995268,NA,NA,3101.313971,6122.013497800001
Mod,H1,Real,AK,Hlow,HYD200-HYD200,4,NA,NA,35277.41834,3202.2235104,NA,NA,3101.313971,6303.537481400001
Mod,H1,Real,AK,Hlow,HYD200-HYD200,5,NA,NA,38544.293652,3417.6530747,NA,NA,3101.313971,6518.9670457
Mod,H1,Real,AK,Hlow,HYD500-HYD500,3,NA,NA,31978.634927,2848.6960628,NA,NA,3596.723061,6445.4191238
Mod,H1,Real,AK,Hlow,HYD500-HYD500,4,NA,NA,34906.636518,3011.6806206,NA,NA,3596.723061,6608.403681600001
Mod,H1,Real,AK,Hlow,HYD500-HYD500,5,NA,NA,37986.577877,3212.7644201,NA,NA,3596.723061,6809.4874811
Mod,H1,Real,CH,Hhigh,HYD1000-HYD1000,3,NA,NA,85657.88165699999,5486.7698296,NA,NA,4359.762834,9846.532663599999
Mod,H1,Real,CH,Hhigh,HYD1000-HYD1000,4,NA,NA,89039.55582,5648.9796183,NA,NA,4359.762834,10008.7424523
Mod,H1,Real,CH,Hhigh,HYD1000-HYD1000,5,NA,NA,92576.153857,5855.3763724,NA,NA,4359.762834,10215.1392064
Mod,H1,Real,CH,Hhigh,HYD200-HYD200,3,NA,NA,76764.480528,5422.5549034000005,NA,NA,3698.655882,9121.2107854
Mod,H1,Real,CH,Hhigh,HYD200-HYD200,4,NA,NA,79739.701508,5580.5214284,NA,NA,3698.655882,9279.1773104
Mod,H1,Real,CH,Hhigh,HYD200-HYD200,5,NA,NA,82843.872813,5762.7403822,NA,NA,3698.655882,9461.3962642
Mod,H1,Real,CH,Hhigh,HYD500-HYD500,3,NA,NA,83184.176117,5547.7531922,NA,NA,3734.535561,9282.2887532
Mod,H1,Real,CH,Hhigh,HYD500-HYD500,4,NA,NA,86623.11955,5723.2637647,NA,NA,3734.535561,9457.7993257
Mod,H1,Real,CH,Hhigh,HYD500-HYD500,5,NA,NA,90181.383377,5931.2252567000005,NA,NA,3734.535561,9665.7608177
Mod,H1,Real,CH,Hlow,HYD1000-HYD1000,3,NA,NA,85672.674977,7954.1138501000005,NA,NA,4359.762834,12313.8766841
Mod,H1,Real,CH,Hlow,HYD1000-HYD1000,4,NA,NA,89055.212115,8143.1374141999995,NA,NA,4359.762834,12502.9002482
Mod,H1,Real,CH,Hlow,HYD1000-HYD1000,5,NA,NA,92591.505726,8378.0213441,NA,NA,4359.762834,12737.784178099999
Mod,H1,Real,CH,Hlow,HYD200-HYD200,3,NA,NA,76768.506859,7721.6421615,NA,NA,3698.655882,11420.298043499999
Mod,H1,Real,CH,Hlow,HYD200-HYD200,4,NA,NA,79743.781742,7906.4719181,NA,NA,3698.655882,11605.1278001
Mod,H1,Real,CH,Hlow,HYD200-HYD200,5,NA,NA,82846.662731,8113.7797013,NA,NA,3698.655882,11812.4355833
Mod,H1,Real,CH,Hlow,HYD500-HYD500,3,NA,NA,83192.159667,7954.309151699999,NA,NA,3734.535561,11688.8447127
Mod,H1,Real,CH,Hlow,HYD500-HYD500,4,NA,NA,86628.108013,8155.2455194,NA,NA,3734.535561,11889.7810804
Mod,H1,Real,CH,Hlow,HYD500-HYD500,5,NA,NA,90188.333873,8387.347738,NA,NA,3734.535561,12121.883299000001
Mod,Nom,Ideal,AK,Hhigh,HYD1000-HYD1000,3,NA,NA,43667.239052,2489.62804785,NA,NA,4359.762834,6849.39088185
Mod,Nom,Ideal,AK,Hhigh,HYD1000-HYD1000,4,NA,NA,46571.437680999996,2615.7660974,NA,NA,4359.762834,6975.5289314
Mod,Nom,Ideal,AK,Hhigh,HYD1000-HYD1000,5,NA,NA,49600.433377,2783.5412063999997,NA,NA,4359.762834,7143.3040404
Mod,Nom,Ideal,AK,Hhigh,HYD200-HYD200,3,NA,NA,35977.392246,2352.0929099,NA,NA,3698.655882,6050.7487919
Mod,Nom,Ideal,AK,Hhigh,HYD200-HYD200,4,NA,NA,38506.350774,2478.60928375,NA,NA,3698.655882,6177.26516575
Mod,Nom,Ideal,AK,Hhigh,HYD200-HYD200,5,NA,NA,41166.826213,2633.8453049,NA,NA,3698.655882,6332.5011869
Mod,Nom,Ideal,AK,Hhigh,HYD500-HYD500,3,NA,NA,43830.054877,2670.3386845,NA,NA,3734.535561,6404.8742455
Mod,Nom,Ideal,AK,Hhigh,HYD500-HYD500,4,NA,NA,46933.169038,2818.5285083999997,NA,NA,3734.535561,6553.064069399999
Mod,Nom,Ideal,AK,Hhigh,HYD500-HYD500,5,NA,NA,50187.431029,3003.6260624,NA,NA,3734.535561,6738.1616234
Mod,Nom,Ideal,AK,Hlow,HYD1000-HYD1000,3,NA,NA,43670.718043,3940.7303578,NA,NA,4359.762834,8300.4931918
Mod,Nom,Ideal,AK,Hlow,HYD1000-HYD1000,4,NA,NA,46575.884115,4094.0592358,NA,NA,4359.762834,8453.8220698
Mod,Nom,Ideal,AK,Hlow,HYD1000-HYD1000,5,NA,NA,49604.846565,4294.760717,NA,NA,4359.762834,8654.523551
Mod,Nom,Ideal,AK,Hlow,HYD200-HYD200,3,NA,NA,35977.89998,3609.0777724,NA,NA,3698.655882,7307.7336544
Mod,Nom,Ideal,AK,Hlow,HYD200-HYD200,4,NA,NA,38506.773393,3756.7535608,NA,NA,3698.655882,7455.4094428
Mod,Nom,Ideal,AK,Hlow,HYD200-HYD200,5,NA,NA,41167.750501,3935.0766015,NA,NA,3698.655882,7633.7324835
Mod,Nom,Ideal,AK,Hlow,HYD500-HYD500,3,NA,NA,43831.460628,4154.982386,NA,NA,3734.535561,7889.517947
Mod,Nom,Ideal,AK,Hlow,HYD500-HYD500,4,NA,NA,46934.539174,4328.4174139,NA,NA,3734.535561,8062.952974899999
Mod,Nom,Ideal,AK,Hlow,HYD500-HYD500,5,NA,NA,50189.275061,4541.690114,NA,NA,3734.535561,8276.225675
Mod,Nom,Ideal,CH,Hhigh,HYD1000-HYD1000,3,NA,NA,113460.02794,7612.5256619,NA,NA,5128.887834,12741.4134959
Mod,Nom,Ideal,CH,Hhigh,HYD1000-HYD1000,4,NA,NA,116532.668057,7766.828342899999,NA,NA,5128.887834,12895.7161769
Mod,Nom,Ideal,CH,Hhigh,HYD1000-HYD1000,5,NA,NA,119746.014035,7957.1845342,NA,NA,5128.887834,13086.072368199999
Mod,Nom,Ideal,CH,Hhigh,HYD200-HYD200,3,NA,NA,109622.336608,7701.9359707,NA,NA,4008.251471,11710.1874417
Mod,Nom,Ideal,CH,Hhigh,HYD200-HYD200,4,NA,NA,112691.478459,7860.094329,NA,NA,4008.251471,11868.3458
Mod,Nom,Ideal,CH,Hhigh,HYD200-HYD200,5,NA,NA,115902.046235,8045.9297706,NA,NA,4008.251471,12054.1812416
Mod,Nom,Ideal,CH,Hhigh,HYD500-HYD500,3,NA,NA,111285.977279,7666.6228262,NA,NA,4503.660561,12170.283387200001
Mod,Nom,Ideal,CH,Hhigh,HYD500-HYD500,4,NA,NA,114342.798317,7826.1806606,NA,NA,4503.660561,12329.8412216
Mod,Nom,Ideal,CH,Hhigh,HYD500-HYD500,5,NA,NA,117588.92504799999,8017.6424937,NA,NA,4503.660561,12521.3030547
Mod,Nom,Ideal,CH,Hlow,HYD1000-HYD1000,3,NA,NA,113471.737459,11097.9282109,NA,NA,5128.887834,16226.816044899999
Mod,Nom,Ideal,CH,Hlow,HYD1000-HYD1000,4,NA,NA,116550.531247,11279.9638818,NA,NA,5128.887834,16408.8517158
Mod,Nom,Ideal,CH,Hlow,HYD1000-HYD1000,5,NA,NA,119765.01229,11498.0459771,NA,NA,5128.887834,16626.9338111
Mod,Nom,Ideal,CH,Hlow,HYD200-HYD200,3,NA,NA,109625.320969,11093.396195199999,NA,NA,4008.251471,15101.647666199999
Mod,Nom,Ideal,CH,Hlow,HYD200-HYD200,4,NA,NA,112695.525,11276.9548285,NA,NA,4008.251471,15285.2062995
Mod,Nom,Ideal,CH,Hlow,HYD200-HYD200,5,NA,NA,115904.360429,11489.2300772,NA,NA,4008.251471,15497.4815482
Mod,Nom,Ideal,CH,Hlow,HYD500-HYD500,3,NA,NA,111294.17985,11096.0814698,NA,NA,4503.660561,15599.7420308
Mod,Nom,Ideal,CH,Hlow,HYD500-HYD500,4,NA,NA,114348.64134999999,11281.6917302,NA,NA,4503.660561,15785.3522912
Mod,Nom,Ideal,CH,Hlow,HYD500-HYD500,5,NA,NA,117597.598882,11499.0847992,NA,NA,4503.660561,16002.745360199999
Mod,Nom,Real,AK,Hhigh,HYD1000-HYD1000,3,NA,NA,41043.270598,2323.92953785,NA,NA,4359.762834,6683.69237185
Mod,Nom,Real,AK,Hhigh,HYD1000-HYD1000,4,NA,NA,43941.217899,2449.64986555,NA,NA,4359.762834,6809.41269955
Mod,Nom,Real,AK,Hhigh,HYD1000-HYD1000,5,NA,NA,46972.277066,2618.0468044,NA,NA,4359.762834,6977.8096384
Mod,Nom,Real,AK,Hhigh,HYD200-HYD200,3,NA,NA,33460.621599,2198.0874645,NA,NA,3698.655882,5896.7433464999995
Mod,Nom,Real,AK,Hhigh,HYD200-HYD200,4,NA,NA,35988.677128,2325.25945325,NA,NA,3698.655882,6023.91533525
Mod,Nom,Real,AK,Hhigh,HYD200-HYD200,5,NA,NA,38652.108983,2479.95179885,NA,NA,3698.655882,6178.60768085
Mod,Nom,Real,AK,Hhigh,HYD500-HYD500,3,NA,NA,41082.160945999996,2501.07743285,NA,NA,3734.535561,6235.61299385
Mod,Nom,Real,AK,Hhigh,HYD500-HYD500,4,NA,NA,44185.059277,2649.2738841,NA,NA,3734.535561,6383.8094451
Mod,Nom,Real,AK,Hhigh,HYD500-HYD500,5,NA,NA,47437.105983,2835.3169604,NA,NA,3734.535561,6569.8525214
Mod,Nom,Real,AK,Hlow,HYD1000-HYD1000,3,NA,NA,41046.459135,3603.3705253,NA,NA,4359.762834,7963.1333593
Mod,Nom,Real,AK,Hlow,HYD1000-HYD1000,4,NA,NA,43945.386642,3755.2464451,NA,NA,4359.762834,8115.009279100001
Mod,Nom,Real,AK,Hlow,HYD1000-HYD1000,5,NA,NA,46976.339525999996,3956.6317431999996,NA,NA,4359.762834,8316.3945772
Mod,Nom,Real,AK,Hlow,HYD200-HYD200,3,NA,NA,33461.368593,3291.2038773,NA,NA,3698.655882,6989.8597592999995
Mod,Nom,Real,AK,Hlow,HYD200-HYD200,4,NA,NA,35989.593962,3438.9827870999998,NA,NA,3698.655882,7137.6386691
Mod,Nom,Real,AK,Hlow,HYD200-HYD200,5,NA,NA,38652.190057,3617.0921184,NA,NA,3698.655882,7315.7480004
Mod,Nom,Real,AK,Hlow,HYD500-HYD500,3,NA,NA,41083.250871,3807.2355109,NA,NA,3734.535561,7541.771071900001
Mod,Nom,Real,AK,Hlow,HYD500-HYD500,4,NA,NA,44187.518852,3980.4335989,NA,NA,3734.535561,7714.9691599
Mod,Nom,Real,AK,Hlow,HYD500-HYD500,5,NA,NA,47439.433124999996,4194.4266943,NA,NA,3734.535561,7928.962255300001
Mod,Nom,Real,CH,Hhigh,HYD1000-HYD1000,3,NA,NA,94525.094944,6322.1348288,NA,NA,5128.887834,11451.0226628
Mod,Nom,Real,CH,Hhigh,HYD1000-HYD1000,4,NA,NA,97586.361288,6478.12368,NA,NA,5128.887834,11607.011514
Mod,Nom,Real,CH,Hhigh,HYD1000-HYD1000,5,NA,NA,100802.753246,6667.0594185,NA,NA,5128.887834,11795.9472525
Mod,Nom,Real,CH,Hhigh,HYD200-HYD200,3,NA,NA,90677.711528,6427.6426737,NA,NA,4008.251471,10435.8941447
Mod,Nom,Real,CH,Hhigh,HYD200-HYD200,4,NA,NA,93737.56034499999,6585.2807794,NA,NA,4008.251471,10593.5322504
Mod,Nom,Real,CH,Hhigh,HYD200-HYD200,5,NA,NA,96954.786639,6772.6096773,NA,NA,4008.251471,10780.8611483
Mod,Nom,Real,CH,Hhigh,HYD500-HYD500,3,NA,NA,92358.675231,6383.1811935,NA,NA,4503.660561,10886.8417545
Mod,Nom,Real,CH,Hhigh,HYD500-HYD500,4,NA,NA,95410.99368500001,6544.8172289,NA,NA,4503.660561,11048.4777899
Mod,Nom,Real,CH,Hhigh,HYD500-HYD500,5,NA,NA,98655.05874400001,6735.3210018,NA,NA,4503.660561,11238.9815628
Mod,Nom,Real,CH,Hlow,HYD1000-HYD1000,3,NA,NA,94539.424316,8985.6284516,NA,NA,5128.887834,14114.516285599999
Mod,Nom,Real,CH,Hlow,HYD1000-HYD1000,4,NA,NA,97605.27481799999,9166.2508778,NA,NA,5128.887834,14295.138711799998
Mod,Nom,Real,CH,Hlow,HYD1000-HYD1000,5,NA,NA,100823.256062,9385.5807966,NA,NA,5128.887834,14514.4686306
Mod,Nom,Real,CH,Hlow,HYD200-HYD200,3,NA,NA,90680.597204,8986.5825903,NA,NA,4008.251471,12994.8340613
Mod,Nom,Real,CH,Hlow,HYD200-HYD200,4,NA,NA,93743.432198,9169.1431785,NA,NA,4008.251471,13177.3946495
Mod,Nom,Real,CH,Hlow,HYD200-HYD200,5,NA,NA,96956.52689,9383.0408195,NA,NA,4008.251471,13391.2922905
Mod,Nom,Real,CH,Hlow,HYD500-HYD500,3,NA,NA,92367.191904,8987.0973746,NA,NA,4503.660561,13490.757935599999
Mod,Nom,Real,CH,Hlow,HYD500-HYD500,4,NA,NA,95420.107717,9172.5344528,NA,NA,4503.660561,13676.1950138
Mod,Nom,Real,CH,Hlow,HYD500-HYD500,5,NA,NA,98665.431421,9390.6835426,NA,NA,4503.660561,13894.3441036
